OBJECTID,AIN,APN,SitusHouseNo,SitusFraction,SitusDirection,SitusUnit,SitusStreet,SitusAddress,SitusCity,SitusZIP,SitusFullAddress,TaxRateArea,TaxRateCity,AgencyClassNo,AgencyName,AgencyType,UseCode,UseCode_2,UseType,UseDescription,DesignType1,YearBuilt1,EffectiveYear1,Units1,Bedrooms1,Bathrooms1,SQFTmain1,DesignType2,YearBuilt2,EffectiveYear2,Units2,Bedrooms2,Bathrooms2,SQFTmain2,DesignType3,YearBuilt3,EffectiveYear3,Units3,Bedrooms3,Bathrooms3,SQFTmain3,DesignType4,YearBuilt4,EffectiveYear4,Units4,Bedrooms4,Bathrooms4,SQFTmain4,DesignType5,YearBuilt5,EffectiveYear5,Units5,Bedrooms5,Bathrooms5,SQFTmain5,RecDate,RecDocNo,Roll_Year,Roll_LandValue,Roll_ImpValue,Roll_PersPropValue,Roll_FixtureValue,Roll_HomeOwnersExemp,Roll_RealEstateExemp,Roll_PersPropExemp,Roll_FixtureExemp,Roll_LandBaseYear,Roll_ImpBaseYear,LastSaleDate,LastSaleAmount,QualityClass1,QualityClass2,QualityClass3,QualityClass4,QualityClass5,LegalDescLine1,LegalDescLine2,LegalDescLine3,LegalDescLine4,LegalDescLine5,LegalDescLineLast,LegalDescription,SpatialChangeDate,ParcelCreateDate,ParcelTypeCode,Assr_Map,Assr_Index_Map,CENTER_LAT,CENTER_LON,CENTER_X,CENTER_Y,LAT_LON,Fire_Name,* Damage,Structure Category,Total_Units,GlobalID,SHAPE__Area,SHAPE__Length,Tot_SqFt,DINS_Count,LCITY,COMMUNITY,BSD_Tag,TT_Eligible,Debris_Cleared,ROE_Number,FSO_URL,ROE_Status,Permit_Status,elibility_calc
97810,4412013017,4412-013-017,677, , , ,VIA DE LA PAZ,677 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,677 VIA DE LA PAZ LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0130,2007,2007,1,5,5,3708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20020603,1259191,2024,1448329,1001878,0,0,0,0,0,0,2002,2007,20020603,1000010,D11B ,,,,,TRACT,,,,,# 9300 N 56 FT OF LOT   16 BLK   22,TRACT # 9300 N 56 FT OF LOT   16 BLK   22,2/11/2019 10:14:39 AM,0,0,4412-013,4412-NDX,34.04256777,-118.52860947,6401526.64,1838294.49,"34.042568, -118.528609",Palisades,Destroyed (>50%),Single Residence,1,2160b65a-52ee-4480-b7e4-3298de859228,7834.8818359375,391.835746433588,3708,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC01520,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-013-017_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97811,4412013018,4412-013-018,671, , , ,VIA DE LA PAZ,671 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,671 VIA DE LA PAZ LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0110,1941,1956,1,3,3,2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20221012,981305,2024,2585904,646476,0,0,0,0,0,0,2023,2023,20221012,3169031,D75B ,,,,,TRACT # 9300 SW 5 FT,,,,,OF LOT 16 AND ALL OF LOT   17 BLK   22,TRACT # 9300 SW 5 FT OF LOT 16 AND ALL OF LOT   17 BLK   22,2/11/2019 10:14:39 AM,0,0,4412-013,4412-NDX,34.04241847,-118.52864679,6401515.04928125,1838240.21586535,"34.042418, -118.528647",Palisades,Destroyed (>50%),Single Residence,1,8bd1c99b-6044-444c-b593-6347bc619480,7696.912109375,389.862506421896,2234,1,Los Angeles,Pacific Palisades,,Eligible from DINS,Yes,Abt-00001,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-013-018_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97812,4412013019,4412-013-019,667, , , ,VIA DE LA PAZ,667 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,667 VIA DE LA PAZ LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0120,1946,1962,1,3,3,2403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220511,514003,2024,718537,437981,0,0,7000,0,0,0,1997,1997,19970103,9,D7C  ,,,,,TRACT # 9300 LOT   18 BLK   22,,,,,,TRACT # 9300 LOT   18 BLK   22,2/11/2019 10:14:40 AM,0,0,4412-013,4412-NDX,34.04227722,-118.52868207,6401504.09196671,1838188.86981524,"34.042277, -118.528682",Palisades,Destroyed (>50%),Single Residence,1,5ede8a2a-a550-4655-bf5a-9bcbfcc9a1a0,6997.078125,379.879363752977,2403,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC03583,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-013-019_FSO_Withdrawn.pdf,Opt-Out and Manage Cleanup Independently,Finaled,Eligible Parcels
97813,4412013020,4412-013-020,659, , , ,VIA DE LA PAZ,659 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,659 VIA DE LA PAZ LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0121,1996,1996,1,5,4,3680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211123,1739318,2024,4577760,1716660,0,0,0,0,0,0,2022,2022,20211123,6050060,D85D ,,,,,TRACT,,,,,# 9300 LOTS 19 AND LOT   20 BLK   22,TRACT # 9300 LOTS 19 AND LOT   20 BLK   22,2/11/2019 10:14:39 AM,0,0,4412-013,4412-NDX,34.04207544,-118.52873245,6401488.44144567,1838115.51976006,"34.042075, -118.528732",Palisades,Destroyed (>50%),Single Residence,1,74bbbf5a-35cb-489a-8ec1-7dfab6cd8529,13993.533203125,479.883094576039,3680,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC01270,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-013-020_FSO_v2.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97814,4412013021,4412-013-021,651, , , ,VIA DE LA PAZ,651 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,651 VIA DE LA PAZ LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0122,1946,1965,1,3,2,2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180702,659921,2024,183648,219899,0,0,7000,0,0,0,1977,1977,19761201,9,D7B  ,,,,,TRACT # 9300 LOT   21 BLK   22,,,,,,TRACT # 9300 LOT   21 BLK   22,2/11/2019 10:14:40 AM,0,0,4412-013,4412-NDX,34.04187366,-118.52878288,6401472.77752825,1838042.17088144,"34.041874, -118.528783",Palisades,Destroyed (>50%),Single Residence,1,846d0abe-ca8f-4157-beb7-493895e5a04c,6996.951171875,379.874899566196,2402,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TTMS-LAC03798,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-013-021_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97815,4412013022,4412-013-022,647, , , ,VIA DE LA PAZ,647 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,647 VIA DE LA PAZ LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0120,1950,1971,1,4,3,3207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20221201,1123724,2024,1831104,457776,0,0,0,0,0,0,2022,2022,20220121,9,D7B  ,,,,,TRACT # 9300 LOT   22 BLK   22,,,,,,TRACT # 9300 LOT   22 BLK   22,2/11/2019 10:14:39 AM,0,0,4412-013,4412-NDX,34.04173914,-118.52881646,6401462.34943867,1837993.26893369,"34.041739, -118.528816",Palisades,Destroyed (>50%),Single Residence,1,f37dea73-6104-4589-8e1b-4220e934beaa,6997.3486328125,379.886972698478,3207,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC00448,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-013-022_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97816,4412013023,4412-013-023,641, , , ,VIA DE LA PAZ,641 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,641 VIA DE LA PAZ LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0200,02,Residential,Two Units,0100,1942,1942,1,2,1,598,0120,1942,1942,1,5,3,2379,,,,,,,,,,,,,,,,,,,,,,20210419,615643,2024,418509,251092,1000,0,0,0,0,0,1982,1982,19810332,9,D5A  ,D75B ,,,,TRACT # 9300,,,,,LOT 23 AND NE 25 FT OF LOT   24 BLK   22,TRACT # 9300 LOT 23 AND NE 25 FT OF LOT   24 BLK   22,2/11/2019 10:14:39 AM,0,0,4412-013,4412-NDX,34.041571,-118.52885848,6401449.29629641,1837932.14711964,"34.041571, -118.528858",Palisades,Destroyed (>50%),Single Residence,2,fc9d25bb-6f58-4e23-81fd-818dfa5d82b4,10495.57421875,429.885070781452,2977,2,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC04590,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-013-023_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97817,4412013024,4412-013-024,631, , , ,VIA DE LA PAZ,631 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,631 VIA DE LA PAZ LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0123,1923,1947,1,5,5,3564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180531,540948,2024,3257313,920902,0,0,0,0,0,0,2018,2018,20171013,9,D9B  ,,,,,TRACT # 9300 SW 25 FT,,,,,OF LOT 24 AND ALL OF LOT   25 BLK   22,TRACT # 9300 SW 25 FT OF LOT 24 AND ALL OF LOT   25 BLK   22,2/11/2019 10:14:40 AM,0,0,4412-013,4412-NDX,34.04136923,-118.52890889,6401433.6387086,1837858.79939688,"34.041369, -118.528909",Palisades,Destroyed (>50%),Single Residence,1,6d2635e1-f893-45a2-a16a-9b7e779c95eb,10496.8076171875,429.904952497147,3564,2,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-OptOut20103,,Opt-Out and Manage Cleanup Independently,Finaled,Eligible Parcels
97818,4412013025,4412-013-025,623, , , ,VIA DE LA PAZ,623 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,623 VIA DE LA PAZ LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0110,1987,1993,1,3,4,3504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190523,474249,2024,777838,575754,0,0,7000,0,0,0,1988,1994,19871028,9,D95C ,,,,,TRACT # 9300 LOT   26 BLK   22,,,,,,TRACT # 9300 LOT   26 BLK   22,2/11/2019 10:14:52 AM,0,0,4412-013,4412-NDX,34.04120107,-118.5289531,6401419.88662726,1837797.675786,"34.041201, -118.528953",Palisades,Destroyed (>50%),Single Residence,1,95c68c01-5802-421f-9a04-3bbc4fd198af,7064.7822265625,385.290900156026,3504,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TTMS-LAC01659,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-013-025_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97819,4412013026,4412-013-026,621, , , ,VIA DE LA PAZ,621 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,621 VIA DE LA PAZ LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0110,1940,1940,1,3,2,1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160719,843437,2024,251448,307112,0,0,7000,0,0,0,1984,1984,19840106,9,D7B  ,,,,,TRACT # 9300 LOT   27 BLK   22,,,,,,TRACT # 9300 LOT   27 BLK   22,2/11/2019 10:14:39 AM,0,0,4412-013,4412-NDX,34.04106879,-118.52900295,6401404.566648,1837749.61463464,"34.041069, -118.529003",Palisades,Destroyed (>50%),Single Residence,1,7f4b34e7-dafb-414a-ae16-21a52e4c115a,7557.9619140625,403.83179759955,1522,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TTMS-LAC05587,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-013-026_FSO_v2.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97820,4412013027,4412-013-027,611, , , ,VIA DE LA PAZ,611 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,611 VIA DE LA PAZ LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0120,1939,1951,1,4,3,2901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20110310,369788,2024,159100,169705,0,0,0,0,0,0,1975,1975,19691223,9,D8B  ,,,,,TRACT,,,,,# 9300 LOTS 28 AND LOT   29 BLK   22,TRACT # 9300 LOTS 28 AND LOT   29 BLK   22,2/11/2019 10:14:39 AM,0,0,4412-013,4412-NDX,34.04086987,-118.52908437,6401379.51964003,1837677.35679601,"34.040870, -118.529084",Palisades,Destroyed (>50%),Single Residence,1,f555b3c7-b79a-49ed-8160-681a41f5c900,16975.681640625,542.594209143923,2901,2,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC07372,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-013-027_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97821,4412013028,4412-013-028,607, , , ,VIA DE LA PAZ,607 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,607 VIA DE LA PAZ LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0103,01,Residential,Single,0123,2013,2014,1,6,6,4135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170501,479732,2024,3359439,2415039,0,0,7000,0,0,0,2017,2017,20170501,5075050,D10D ,,,,,TRACT # 9300 LOT   30 BLK   22,,,,,,TRACT # 9300 LOT   30 BLK   22,2/11/2019 10:14:40 AM,0,0,4412-013,4412-NDX,34.04067574,-118.52916386,6401355.0661856,1837606.83605841,"34.040676, -118.529164",Palisades,Destroyed (>50%),Single Residence,1,39abf14c-3892-45d1-9c12-f61d75d60577,9419.1328125,478.298304560793,4135,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-OptOut20318,,Opt-Out and Manage Cleanup Independently,Finaled,Eligible Parcels
97822,4412013029,4412-013-029,601, , , ,VIA DE LA PAZ,601 VIA DE LA PAZ,LOS ANGELES CA,90272-4365,601 VIA DE LA PAZ LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0101,01,Residential,Single,0133,2004,2004,1,4,5,4277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20181220,1291765,2024,790447,1744440,0,0,0,0,0,0,1995,2005,19950526,9,D11D ,,,,,TRACT # 9300 LOT   31 BLK   22,,,,,,TRACT # 9300 LOT   31 BLK   22,2/11/2019 10:14:39 AM,0,0,4412-013,4412-NDX,34.04053139,-118.52922011,6401337.79089441,1837554.39481679,"34.040531, -118.529220",Palisades,Destroyed (>50%),Single Residence,1,e6f6b5d1-ed14-4d78-b762-fc6487082ceb,12027.1494140625,518.740001472096,4277,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-OptOut00049,,Opt-Out and Manage Cleanup Independently,Finaled,Eligible Parcels
97823,4412014001,4412-014-001,600, , , ,RADCLIFFE AVE,600 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,600 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0120,1939,1955,1,3,3,2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240726,,2024,756371,603506,0,0,7000,0,0,0,2001,2001,20000915,0,D75A ,,,,,TRACT # 9300 LOT    1 BLK   23,,,,,,TRACT # 9300 LOT    1 BLK   23,2/11/2019 10:14:52 AM,0,0,4412-014,4412-NDX,34.04120046,-118.53032959,6401002.96009251,1837799.62716198,"34.041200, -118.530330",Palisades,Destroyed (>50%),Single Residence,1,26b4be70-9231-4ad9-9dd4-be5b39799d93,6026.56640625,307.651774523973,2112,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TTMS-LAC00388,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-001_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97824,4412014003,4412-014-003,616, , , ,RADCLIFFE AVE,616 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,616 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0110,1946,1965,1,3,3,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240521,,2024,783620,195581,0,0,7000,0,0,0,1992,1992,19920428,0,D8B  ,,,,,TRACT # 9300 LOT ON NE LINE OF RADCLIFFE,AVE COM NW THEREON 10.5 FT FROM SW,COR OF LOT 3 BLK 23 TH NW ON SD NE LINE,85 FT TH E TO E LINE OF LOT 4 SD BLK TH,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,BEG PART OF LOTS 3 AND LOT    4 BLK   23,TRACT # 9300 LOT ON NE LINE OF RADCLIFFE AVE COM NW THEREON 10.5 FT FROM SW COR OF LOT 3 BLK 23 TH NW ON SD NE LINE 85 FT TH E TO E LINE OF LOT 4 SD BLK TH S 6¢09'05"" E 55 FT TO A PT N 6¢09'05"" W 10.4 FT FROM SE COR OF SD LOT 3 TH W TO BEG PART OF LOTS 3 AND LOT    4 BLK   23,2/11/2019 10:14:40 AM,0,0,4412-014,4412-NDX,34.04156683,-118.53050817,6400949.56619631,1837933.26465795,"34.041567, -118.530508",Palisades,Destroyed (>50%),Single Residence,1,5276f0c9-057a-4650-b9f8-0b6569c37ae8,6944.3173828125,344.203725652099,1953,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TTMS-LAC00587,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-003_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97825,4412014004,4412-014-004,626, , , ,RADCLIFFE AVE,626 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,626 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0101,01,Residential,Single,0130,1941,1962,1,4,5,3554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20031218,3816850,2024,318612,329818,0,0,7000,0,0,0,1985,1985,19840710,0,D7B  ,,,,,TRACT,# 9300 LOT COM AT NE COR OF LOT 5 BLK,23 TH S ON E LINE OF LOTS 5 AND 4 SD BLK,60 FT TH W TO SE LINE OF RADCLIFFE AVE,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,OF LOT 4 AND ALL OF LOT    5 BLK   23,TRACT # 9300 LOT COM AT NE COR OF LOT 5 BLK 23 TH S ON E LINE OF LOTS 5 AND 4 SD BLK 60 FT TH W TO SE LINE OF RADCLIFFE AVE TH NW THEREON 69.74 FT TO N LINE OF SD LOT 5 TH E THEREON 131.91 FT TO BEG PART OF LOT 4 AND ALL OF LOT    5 BLK   23,2/11/2019 10:14:52 AM,0,0,4412-014,4412-NDX,34.04174982,-118.53052594,6400944.5431063,1837999.88402738,"34.041750, -118.530526",Palisades,Destroyed (>50%),Single Residence,1,d7a81bc9-a694-4e48-b281-8fd99b72e120,7683.1484375,374.155007820188,3554,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC00013,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-004_FSO_v2.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97826,4412014005,4412-014-005,632, , , ,RADCLIFFE AVE,632 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,632 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0130,2017,2017,1,5,6,4467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180413,358612,2024,3007995,1894707,0,0,7000,0,0,0,2018,2018,20180413,4395043,D10D ,,,,,TRACT # 9300 LOT    6 BLK   23,,,,,,TRACT # 9300 LOT    6 BLK   23,2/11/2019 10:14:52 AM,0,0,4412-014,4412-NDX,34.04190438,-118.53051171,6400949.15351166,1838056.10892214,"34.041904, -118.530512",Palisades,Destroyed (>50%),Single Residence,1,33717d66-959c-419c-a872-09e5734c9481,6894.39453125,376.325436592631,4467,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TTMS-LAC02868,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-005_FSO_v2.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97827,4412014006,4412-014-006,638, , , ,RADCLIFFE AVE,638 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,638 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0101,01,Residential,Single,0124,1940,1973,1,5,4,3534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20110407,510493,2024,92272,317448,0,0,7000,0,0,0,1975,1975,19741218,9,D7A  ,,,,,TRACT # 9300 LOT    7 BLK   23,,,,,,TRACT # 9300 LOT    7 BLK   23,2/11/2019 10:14:40 AM,0,0,4412-014,4412-NDX,34.04204077,-118.5304917,6400955.47596689,1838105.71170422,"34.042041, -118.530492",Palisades,Destroyed (>50%),Single Residence,1,37dad98f-7446-404c-808c-5dd0e11e883a,7315.2041015625,392.303117436674,3534,1,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC06149,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-006_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97828,4412014007,4412-014-007,644, , , ,RADCLIFFE AVE,644 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,644 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0120,1922,1951,1,5,6,3610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190827,866340,2024,574229,651146,0,0,7000,0,0,0,1987,1987,19870429,9,D7B  ,,,,,TRACT # 9300 LOT    8 BLK   23,,,,,,TRACT # 9300 LOT    8 BLK   23,2/11/2019 10:14:40 AM,0,0,4412-014,4412-NDX,34.0421759,-118.53046356,6400964.26343289,1838154.84199692,"34.042176, -118.530464",Palisades,Destroyed (>50%),Single Residence,1,b2af70ba-cd21-4bb6-8b19-db983b3de2e6,7486.447265625,398.942080132766,3610,2,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC03443,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-007_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97829,4412014008,4412-014-008,650, , , ,RADCLIFFE AVE,650 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,650 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0120,1946,1974,1,4,4,3373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20040423,998180,2024,457022,469648,0,0,7000,0,0,0,1984,1984,19840620,0,D8B  ,,,,,TRACT # 9300 LOT    9 BLK   23,,,,,,TRACT # 9300 LOT    9 BLK   23,2/11/2019 10:14:40 AM,0,0,4412-014,4412-NDX,34.04231045,-118.53043029,6400974.54249856,1838203.75478165,"34.042310, -118.530430",Palisades,Destroyed (>50%),Single Residence,1,b16529bd-cb06-4111-885b-d2c8cd81d986,7498.373046875,399.927960149142,3373,2,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC00845,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-008_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97830,4412014009,4412-014-009,654, , , ,RADCLIFFE AVE,654 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,654 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0120,1950,1950,1,7,4,2723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000215,230865,2024,92748,250342,0,0,7000,0,0,0,1975,1975,19781113,0,D7B  ,,,,,TRACT # 9300 LOT   10 BLK   23,,,,,,TRACT # 9300 LOT   10 BLK   23,2/11/2019 10:14:39 AM,0,0,4412-014,4412-NDX,34.04244498,-118.53039671,6400984.9742038,1838252.65546914,"34.042445, -118.530397",Palisades,Destroyed (>50%),Single Residence,1,54180f6e-ecc9-410c-b68c-abd693650539,7498.4423828125,399.942716500529,2723,2,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TTMS-LAC02569,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-009_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97831,4412014010,4412-014-010,660, , , ,RADCLIFFE AVE,660 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,660 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0110,1940,1945,1,3,2,1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19840523,614082,2024,457022,142164,0,0,7000,0,0,0,1984,1984,19840523,295002,D65D ,,,,,TRACT # 9300 LOT   11 BLK   23,,,,,,TRACT # 9300 LOT   11 BLK   23,2/11/2019 10:14:40 AM,0,0,4412-014,4412-NDX,34.0425795,-118.53036313,6400995.40544599,1838301.5570886,"34.042580, -118.530363",Palisades,Destroyed (>50%),Single Residence,1,febbf46c-ba07-4810-9ee1-196a3da73834,7500.4423828125,399.993916623149,1566,2,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC00413,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-010_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
97832,4412014011,4412-014-011,664, , , ,RADCLIFFE AVE,664 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,664 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0101,01,Residential,Single,0120,1940,1962,1,4,3,2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120726,1103822,2024,766761,377159,0,0,7000,0,0,0,1997,1997,19960912,9,D75C ,,,,,TRACT # 9300 LOT   12 BLK   23,,,,,,TRACT # 9300 LOT   12 BLK   23,2/11/2019 10:14:39 AM,0,0,4412-014,4412-NDX,34.04271403,-118.53032956,6401005.83331087,1838350.46129225,"34.042714, -118.530330",Palisades,Affected (1-9%),Single Residence,1,1e933711-c7c3-47d1-a71a-223128c2dfa3,7500.2451171875,400.005736903251,2544,1,Los Angeles,Pacific Palisades,,,NA,,,No ROE,NA,
97833,4412014012,4412-014-012,670, , , ,RADCLIFFE AVE,670 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,670 RADCLIFFE AVE LOS ANGELES CA 90272,00067,LOS ANGELES,0,,,0100,01,Residential,Single,0110,1945,1975,1,2,2,2278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230227,122290,2024,3121200,780300,0,0,0,0,0,0,2023,2023,20230227,3825038,D7D  ,,,,,TRACT # 9300 LOT   13 BLK   23,,,,,,TRACT # 9300 LOT   13 BLK   23,2/11/2019 10:14:40 AM,0,0,4412-014,4412-NDX,34.04286199,-118.53029261,6401017.31101627,1838404.24822185,"34.042862, -118.530293",Palisades,Destroyed (>50%),Single Residence,1,0dc67fe6-ecb9-48ac-9674-4527dce02807,9000.1279296875,420.019605703862,2278,2,Los Angeles,Pacific Palisades,,Eligible from DINS,NA,TT-LAC06058,https://pwgis.blob.core.windows.net/epd/Debris_Removal/4412-014-012_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
