OBJECTID,AIN,APN,SitusHouseNo,SitusFraction,SitusDirection,SitusUnit,SitusStreet,SitusAddress,SitusCity,SitusZIP,SitusFullAddress,TaxRateArea,TaxRateCity,AgencyClassNo,AgencyName,AgencyType,UseCode,UseCode_2,UseType,UseDescription,DesignType1,YearBuilt1,EffectiveYear1,Units1,Bedrooms1,Bathrooms1,SQFTmain1,DesignType2,YearBuilt2,EffectiveYear2,Units2,Bedrooms2,Bathrooms2,SQFTmain2,DesignType3,YearBuilt3,EffectiveYear3,Units3,Bedrooms3,Bathrooms3,SQFTmain3,DesignType4,YearBuilt4,EffectiveYear4,Units4,Bedrooms4,Bathrooms4,SQFTmain4,DesignType5,YearBuilt5,EffectiveYear5,Units5,Bedrooms5,Bathrooms5,SQFTmain5,RecDate,RecDocNo,Roll_Year,Roll_LandValue,Roll_ImpValue,Roll_PersPropValue,Roll_FixtureValue,Roll_HomeOwnersExemp,Roll_RealEstateExemp,Roll_PersPropExemp,Roll_FixtureExemp,Roll_LandBaseYear,Roll_ImpBaseYear,LastSaleDate,LastSaleAmount,QualityClass1,QualityClass2,QualityClass3,QualityClass4,QualityClass5,LegalDescLine1,LegalDescLine2,LegalDescLine3,LegalDescLine4,LegalDescLine5,LegalDescLineLast,LegalDescription,SpatialChangeDate,ParcelCreateDate,ParcelTypeCode,Assr_Map,Assr_Index_Map,CENTER_LAT,CENTER_LON,CENTER_X,CENTER_Y,LAT_LON,Fire_Name,* Damage,Structure Category,Total_Units,GlobalID,SHAPE__Area,SHAPE__Length,Tot_SqFt,DINS_Count,LCITY,COMMUNITY,BSD_Tag,TT_Eligible,Debris_Cleared,ROE_Number,FSO_URL,ROE_Status,Permit_Status,elibility_calc
111911,5764019015,5764-019-015,664, , , ,HOLLY TRAIL PATH,664 HOLLY TRAIL PATH,SIERRA MADRE CA,91024-1428,664 HOLLY TRAIL PATH SIERRA MADRE CA 91024,07516,SIERRA MADRE,,,,0100,01,Residential,Single,0110,1925,1960,1,2,2,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220929,948071,2024,734400,183600,0,0,0,0,0,0,2023,2023,20220929,900009,D45B ,,,,,TRACT # 2456 LOT  147,,,,,,TRACT # 2456 LOT  147,,0,0,5764-019,5764-NDX,34.1723544,-118.04234754,6548857.49676393,1885107.8952363,"34.172354, -118.042348",Eaton,No Damage,Single Residence,1,9e005cf3-0c5a-4142-8474-adafca8c20ff,3071.21875,251.010076899046,862,1,Sierra Madre, ,,,NA,,,No ROE,NA,
111912,5828016031,5828-016-031,507, , , ,MOUNTAIN VIEW ST,507 MOUNTAIN VIEW ST,ALTADENA CA,91001-4920,507 MOUNTAIN VIEW ST ALTADENA CA 91001,07608,unincorporated,,,,0100,01,Residential,Single,0130,1910,1970,1,4,2,1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180928,991938,2024,380349,377762,0,0,0,0,0,0,1985,1985,20180928,840008,D7A  ,,,,,TRACT OF LAND OWNED BY L W GIDDINGS,LOT COM NW ON NE LINE OF MOUNTAIN,VIEW ST 156 FT FROM SE LINE OF LAND DESC,IN O R 5487-12 TO ELIZABETH E BRADFORD,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,SW TO BEG  PART OF LOTS 8 AND LOT    9,TRACT OF LAND OWNED BY L W GIDDINGS LOT COM NW ON NE LINE OF MOUNTAIN VIEW ST 156 FT FROM SE LINE OF LAND DESC IN O R 5487-12 TO ELIZABETH E BRADFORD TH NW ON SD NE LINE 50.7 FT TH N 16¢45' E 241.3 FT TH S 68¢26' E 50.7 FT TH SW TO BEG  PART OF LOTS 8 AND LOT    9,,0,0,5828-016,5828-NDX,34.19064863,-118.16063458,6513089.01034789,1891801.61517742,"34.190649, -118.160635",Eaton,No Damage,Single Residence,1,d3a3054a-53f1-48c6-b052-deb7769df6b6,12207.4931640625,583.453283594309,1526,2,UA EATON,Altadena,,,NA,,,No ROE,NA,
111913,5825008005,5825-008-005,2020, , , ,NEWPORT AVE,2020 NEWPORT AVE,PASADENA CA,91103-1451,2020 NEWPORT AVE PASADENA CA 91103,07500,PASADENA,,,,0100,01,Residential,Single,0130,1947,1970,1,3,1,1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20121221,1989052,2024,318717,96504,0,0,0,0,0,0,2013,2013,20121221,330003,D6   ,,,,,LINCOLN AVE SYNDICATE TRACT LOT ON,E LINE OF NEWPORT AVE COM S THEREON 65,FT FROM S LINE OF MONTANA ST TH S ON SD,E LINE 65 FT WITH A UNIFORM DEPTH OF 100,,FT S 89¢51' E PART OF LOT      BLK    7,LINCOLN AVE SYNDICATE TRACT LOT ON E LINE OF NEWPORT AVE COM S THEREON 65 FT FROM S LINE OF MONTANA ST TH S ON SD E LINE 65 FT WITH A UNIFORM DEPTH OF 100 FT S 89¢51' E PART OF LOT      BLK    7,,0,0,5825-008,5825-NDX,34.18051974,-118.15821192,6513815.845,1888114.37,"34.180520, -118.158212",Eaton,No Damage,Single Residence,1,b1f4869b-c03e-4693-8771-57b5fbf162f7,6498.8486328125,329.984821626445,1301,2,Pasadena, ,,,NA,,,No ROE,NA,
111914,5764019022,5764-019-022,23, , , ,VISTA CIRCLE DR,23 VISTA CIRCLE DR,SIERRA MADRE CA,91024-1436,23 VISTA CIRCLE DR SIERRA MADRE CA 91024,07516,SIERRA MADRE,,,,0100,01,Residential,Single,0120,1963,1974,1,2,1,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150305,238247,2024,440576,209177,0,0,7000,0,0,0,2012,2012,20110728,9,D6A  ,,,,,TRACT # 2456 LOT  274,,,,,,TRACT # 2456 LOT  274,,0,0,5764-019,5764-NDX,34.17194265,-118.04237869,6548848.01250129,1884958.05592947,"34.171943, -118.042379",Eaton,No Damage,Single Residence,1,b55553f0-f660-4d98-b975-495369b88f74,3838.974609375,270.566652295603,1408,1,Sierra Madre, ,,,NA,,,No ROE,NA,
111915,5828016033,5828-016-033,503, , , ,MOUNTAIN VIEW ST,503 MOUNTAIN VIEW ST,ALTADENA CA,91001-4920,503 MOUNTAIN VIEW ST ALTADENA CA 91001,07608,unincorporated,,,,0101,01,Residential,Single,0141,1983,1983,1,3,2,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230215,98414,2024,266484,66610,0,0,7000,0,0,0,2002,2002,20011128,9,D6A  ,,,,,TRACT OF LAND OWNED BY L W GIDDINGS,LOT COM SE ON NE LINE OF MOUNTAIN,VIEW ST 33.93 FT FROM NW LINE OF LOT,8 TH N 16¢34' E 241.3 FT TH S 68¢26' E,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,TH NW THEREON TO BEG  PART OF LOT    8,TRACT OF LAND OWNED BY L W GIDDINGS LOT COM SE ON NE LINE OF MOUNTAIN VIEW ST 33.93 FT FROM NW LINE OF LOT 8 TH N 16¢34' E 241.3 FT TH S 68¢26' E 108 FT TH S 16¢34' W TO A LINE PARALLEL WITH AND DIST NE AT R/A 128 FT FROM SD NE LINE TH NW ON SD PARALLEL LINE TO A LINE PARALLEL WITH AND DIST NW AT R/A 77 FT FROM A LINE WHICH BEARS N 16¢34' E FROM A PT IN SD NE LINE SE THEREON 106 FT FROM BEG TH SW THEREON TO SD NE LINE TH NW THEREON TO BEG  PART OF LOT    8,,0,0,5828-016,5828-NDX,34.19067358,-118.16038714,6513163.85220825,1891810.57648136,"34.190674, -118.160387",Eaton,No Damage,Single Residence,1,c28a99fe-26ae-4620-9180-c8d73b09d05b,15681.890625,694.672258319282,1400,1,UA EATON,Altadena,,,NA,,,No ROE,NA,
111916,5764019031,5764-019-031,15, , , ,VISTA CIRCLE DR,15 VISTA CIRCLE DR,SIERRA MADRE CA,91024-1436,15 VISTA CIRCLE DR SIERRA MADRE CA 91024,07516,SIERRA MADRE,,,,0100,01,Residential,Single,0110,1919,1923,1,2,1,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190906,914274,2024,255440,85980,0,0,7000,0,0,0,1999,1999,19981013,9,D5A  ,,,,,TRACT NO 2456 LOTS 272 AND LOT  273,,,,,,TRACT NO 2456 LOTS 272 AND LOT  273,,0,0,5764-019,5764-NDX,34.17214555,-118.0422849,6548876.41074036,1885031.88240221,"34.172146, -118.042285",Eaton,No Damage,Single Residence,1,968cf0ef-5452-48c6-bc2f-e98bcd2ec360,7346.88671875,459.148088847359,1026,2,Sierra Madre, ,,,NA,,,No ROE,NA,
111917,5825008006,5825-008-006,2015, , , ,MENTONE AVE,2015 MENTONE AVE,PASADENA CA,91103-1432,2015 MENTONE AVE PASADENA CA 91103,07500,PASADENA,,,,0100,01,Residential,Single,0110,1955,1955,1,3,2,1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240423,,2024,14866,40826,0,0,7000,0,0,0,1975,1975,20240423,0,D6B  ,,,,,LINCOLN AVE,SYNDICATE TRACT LOT ON W LINE OF MENTONE,AVE PER CF1269 COM S THEREON 130 FT,FROM S LINE OF MONTANA ST TH S ON SD W,LINE 50 FT WITH A UNIFORM DEPTH OF 135.5,FT N 89¢51' W PART OF LOT      BLK    7,LINCOLN AVE SYNDICATE TRACT LOT ON W LINE OF MENTONE AVE PER CF1269 COM S THEREON 130 FT FROM S LINE OF MONTANA ST TH S ON SD W LINE 50 FT WITH A UNIFORM DEPTH OF 135.5 FT N 89¢51' W PART OF LOT      BLK    7,,0,0,5825-008,5825-NDX,34.18036476,-118.15770677,6513968.5387741,1888057.73034713,"34.180365, -118.157707",Eaton,No Damage,Single Residence,1,16427e91-a939-4776-afb5-9595ea437289,6857.4521484375,374.526456479868,1254,2,Pasadena, ,,,NA,,,No ROE,NA,
111918,5828016034,5828-016-034,501, , , ,MOUNTAIN VIEW ST,501 MOUNTAIN VIEW ST,ALTADENA CA,91001-4920,501 MOUNTAIN VIEW ST ALTADENA CA 91001,07608,unincorporated,,,,0100,01,Residential,Single,0110,1914,1914,1,4,1,2543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20041228,3362823,2024,327969,273305,0,0,0,0,0,0,2005,2005,20041228,440004,D5C  ,,,,,*LAND DESC IN DOC,"0002174, 75-11-24 PAR 1*TR=TRACT OF LAND",,,,OWNED BY L W GIDDINGS*POR OF LOT    8,"*LAND DESC IN DOC 0002174, 75-11-24 PAR 1*TR=TRACT OF LAND OWNED BY L W GIDDINGS*POR OF LOT    8",,0,0,5828-016,5828-NDX,34.19040785,-118.1603984,6513160.29232152,1891713.87595543,"34.190408, -118.160398",Eaton,No Damage,Single Residence,1,c177bb78-f3fe-4dfb-9431-e857dec82d13,9896.8046875,411.449414004679,2543,2,UA EATON,Altadena,,,NA,,,No ROE,NA,
111919,5764019033,5764-019-033,765, , , ,ALTA VISTA DR,765 ALTA VISTA DR,SIERRA MADRE CA,91024-1415,765 ALTA VISTA DR SIERRA MADRE CA 91024,07516,SIERRA MADRE,,,,0100,01,Residential,Single,0120,1921,1988,1,2,2,1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20121228,2023339,2024,521541,130380,0,0,0,0,0,0,2013,2013,20121228,540005,D6C  ,,,,,*TR=PARCEL,,,,,MAP AS PER BK 156 P 11 OF P M LOT    1,*TR=PARCEL MAP AS PER BK 156 P 11 OF P M LOT    1,,0,0,5764-019,5764-NDX,34.17258459,-118.04232522,6548864.28462917,1885191.6626778,"34.172585, -118.042325",Eaton,No Damage,Single Residence,1,aa041c07-a0ed-4bbe-8d61-eb4650122143,5115.50316700339,346.312474043847,1182,1,Sierra Madre, ,,,NA,,,No ROE,NA,
111920,5825008007,5825-008-007,2010, , , ,NEWPORT AVE,2010 NEWPORT AVE,PASADENA CA,91103-1451,2010 NEWPORT AVE PASADENA CA 91103,07500,PASADENA,,,,0100,01,Residential,Single,0110,1947,1947,1,3,1,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160831,1046643,2024,313097,78269,0,0,0,0,0,0,2009,2009,20090202,9,D55B ,,,,,LINCOLN AVE SYNDICATE TRACT LOT ON E,LINE OF NEWPORT AVE COM S THEREON 130 FT,FROM S LINE OF MONTANA ST TH S ON SD E,LINE 50 FT WITH A UNIFORM DEPTH OF 135.5,,FT S 89¢51' E PART OF LOT      BLK    7,LINCOLN AVE SYNDICATE TRACT LOT ON E LINE OF NEWPORT AVE COM S THEREON 130 FT FROM S LINE OF MONTANA ST TH S ON SD E LINE 50 FT WITH A UNIFORM DEPTH OF 135.5 FT S 89¢51' E PART OF LOT      BLK    7,,0,0,5825-008,5825-NDX,34.18036204,-118.15815518,6513832.91513244,1888056.95581317,"34.180362, -118.158155",Eaton,No Damage,Single Residence,1,d9b40337-da4d-41a4-8185-52d7a1b570e3,6705.8173828125,368.016758224483,1161,2,Pasadena, ,,,NA,,,No ROE,NA,
111921,5764019034,5764-019-034,737, , , ,ALTA VISTA DR,737 ALTA VISTA DR,SIERRA MADRE CA,91024-1415,737 ALTA VISTA DR SIERRA MADRE CA 91024,07516,SIERRA MADRE,,,,0100,01,Residential,Single,0112,1921,1935,1,2,1,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19930819,1614389,2024,275101,93966,0,0,0,0,0,0,1994,1994,19930819,221502,D45A ,,,,,*TR=PARCEL,,,,,MAP AS PER BK 156 P 11 OF P M LOT    2,*TR=PARCEL MAP AS PER BK 156 P 11 OF P M LOT    2,,0,0,5764-019,5764-NDX,34.17247155,-118.04223571,6548891.33959622,1885150.51342277,"34.172472, -118.042236",Eaton,No Damage,Single Residence,1,b8d49284-680b-49c9-8c60-88a78b60f1e0,5314.16474556923,317.466261026826,970,1,Sierra Madre, ,,,NA,,,No ROE,NA,
111922,5828017009,5828-017-009,2590, , , ,LINCOLN AVE,2590 LINCOLN AVE,ALTADENA CA,91001-4964,2590 LINCOLN AVE ALTADENA CA 91001,07608,unincorporated,0,,,0100,01,Residential,Single,0110,1948,1948,1,3,1,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19981211,2258860,2024,94652,38007,0,0,0,0,0,0,1994,1994,19931103,9,D55B ,,,,,TRACT # 1117 LOT COM N 68¢26',W 277 FT AND N 21¢34' E 112 FT FROM MOST,S COR OF LOT 2 TH N 21¢34' E 55 FT TH,N 68¢26' W TO SE LINE OF LINCOLN AVE TH,SW THEREON TO A PT N 68¢26' W FROM BEG,TH S 68¢26' E TO BEG PART OF LOT    2,TRACT # 1117 LOT COM N 68¢26' W 277 FT AND N 21¢34' E 112 FT FROM MOST S COR OF LOT 2 TH N 21¢34' E 55 FT TH N 68¢26' W TO SE LINE OF LINCOLN AVE TH SW THEREON TO A PT N 68¢26' W FROM BEG TH S 68¢26' E TO BEG PART OF LOT    2,,0,0,5828-017,5828-NDX,34.19005566,-118.1585967,6513704.94692899,1891584.84620138,"34.190056, -118.158597",Eaton,Destroyed (>50%),Single Residence,1,10cd924a-7a5f-49d6-8bf0-e6b280e4ab0a,7626.1103515625,389.752770227721,1036,2,UA EATON,Altadena,Red,Eligible from DINS,NA,TT-LAC05038,https://pwgis.blob.core.windows.net/epd/Debris_Removal/5828-017-009_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
111923,5764020010,5764-020-010,634, , , ,WOODLAND DR,634 WOODLAND DR,SIERRA MADRE CA,91024-1446,634 WOODLAND DR SIERRA MADRE CA 91024,07516,SIERRA MADRE,,,,0100,01,Residential,Single,0110,1998,1998,1,0,1,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19970520,751605,2024,111760,58744,0,0,7000,0,0,0,1997,1999,19970520,70000,D5B  ,,,,,TRACT # 2456 LOT   99,,,,,,TRACT # 2456 LOT   99,,0,0,5764-020,5764-NDX,34.17223765,-118.04282295,6548713.67671783,1885065.46959711,"34.172238, -118.042823",Eaton,No Damage,Single Residence,1,2574a296-3b5b-4bc8-83c7-8b3356bda82b,1889.7666015625,201.297248535239,498,1,Sierra Madre, ,,,NA,,,No ROE,NA,
111924,5825008008,5825-008-008,2007, , , ,MENTONE AVE,2007 MENTONE AVE,PASADENA CA,91103-1432,2007 MENTONE AVE PASADENA CA 91103,07500,PASADENA,,,,0100,01,Residential,Single,0110,1940,1940,1,2,1,1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100624,864694,2024,95689,63784,0,0,0,0,0,0,1988,1988,19880127,9,D55C ,,,,,LINCOLN,AVE SYNDICATE TRACT LOT ON W LINE OF,MENTONE AVE PER CF1269 COM S THEREON 180,FT FROM S LINE OF MONTANA ST TH S ON W,LINE 50 FT WITH A UNIFORM DEPTH OF 135.5,FT N 89¢51' W PART OF LOT      BLK    7,LINCOLN AVE SYNDICATE TRACT LOT ON W LINE OF MENTONE AVE PER CF1269 COM S THEREON 180 FT FROM S LINE OF MONTANA ST TH S ON W LINE 50 FT WITH A UNIFORM DEPTH OF 135.5 FT N 89¢51' W PART OF LOT      BLK    7,6/21/2023 9:32:49 AM,0,0,5825-008,5825-NDX,34.18022742,-118.15770624,6513968.62158122,1888007.75274183,"34.180227, -118.157706",Eaton,No Damage,Single Residence,1,96aca7d7-bb07-4910-8695-c5bfea36164a,6837.3662109375,373.51590362291,1105,2,Pasadena, ,,,NA,,,No ROE,NA,
111925,5764020013,5764-020-013,646, , , ,WOODLAND DR,646 WOODLAND DR,SIERRA MADRE CA,91024-1446,646 WOODLAND DR SIERRA MADRE CA 91024,07516,SIERRA MADRE,,,,0100,01,Residential,Single,0110,1916,1920,1,2,2,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20071003,2270861,2024,20454,15661,0,0,7000,0,0,0,1975,1975,19730605,0,D45B ,,,,,TRACT # 2456 LOT  137,,,,,,TRACT # 2456 LOT  137,,0,0,5764-020,5764-NDX,34.17242624,-118.04266921,6548760.20883925,1885134.08106176,"34.172426, -118.042669",Eaton,No Damage,Single Residence,1,648b8d66-126a-43e6-8cd5-e9e6c96ee2be,3065.5400390625,242.258790091397,682,1,Sierra Madre, ,,,NA,,,No ROE,NA,
111926,5828017011,5828-017-011,2574, , , ,LINCOLN AVE,2574 LINCOLN AVE,ALTADENA CA,91001-4964,2574 LINCOLN AVE ALTADENA CA 91001,07608,unincorporated,0,,,01A6,01,Residential,Single,0110,1950,1972,1,2,3,1723,0110,1950,1972,1,2,1,808,,,,,,,,,,,,,,,,,,,,,,20200915,1107475,2024,636724,391585,0,0,7000,0,0,0,2021,2021,20200810,9,D7L  ,D7B  ,,,,TRACT # 1117 LOT ON NE LINE OF MOUNTAIN,VIEW ST COM N 68¢26' W 277 FT FROM,MOST S COR OF LOT 2 TH N 21¢34' E 57 FT,TH N 68¢ 26' W TO SE LINE OF LINCOLN AVE,TH SW THEREON TO SD NE LINE TH S 68¢26',E 126.29 FT TO BEG PART OF LOT    2,TRACT # 1117 LOT ON NE LINE OF MOUNTAIN VIEW ST COM N 68¢26' W 277 FT FROM MOST S COR OF LOT 2 TH N 21¢34' E 57 FT TH N 68¢ 26' W TO SE LINE OF LINCOLN AVE TH SW THEREON TO SD NE LINE TH S 68¢26' E 126.29 FT TO BEG PART OF LOT    2,,0,0,5828-017,5828-NDX,34.18976746,-118.15871092,6513670.23748077,1891480.01750536,"34.189767, -118.158711",Eaton,Major (26-50%),Single Residence,2,f59a5aa0-6d80-48ac-9d2d-71402c17a177,7191.3642578125,369.61022429076,2531,2,UA EATON,Altadena,Yellow,Excluded by County,NA,,,No ROE,NA,Ineligible Parcels
111927,5764020014,5764-020-014,650, , , ,WOODLAND DR,650 WOODLAND DR,SIERRA MADRE CA,91024-1446,650 WOODLAND DR SIERRA MADRE CA 91024,07516,SIERRA MADRE,,,,0100,01,Residential,Single,0130,1918,1966,1,2,1,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20181227,1308187,2024,446824,191494,0,0,0,0,0,0,2016,2016,20151222,9,D5B  ,,,,,TRACT # 2456 LOTS 138 AND LOT  139,,,,,,TRACT # 2456 LOTS 138 AND LOT  139,,0,0,5764-020,5764-NDX,34.17254217,-118.04263561,6548770.39154847,1885176.26608354,"34.172542, -118.042636",Eaton,No Damage,Single Residence,1,9f23fce3-083a-4c89-b06a-c01594b9487a,4381.78125,278.649835816076,1116,1,Sierra Madre, ,,,NA,,,No ROE,NA,
111928,5825008009,5825-008-009,2006, , , ,NEWPORT AVE,2006 NEWPORT AVE,PASADENA CA,91103-1451,2006 NEWPORT AVE PASADENA CA 91103,07500,PASADENA,,,,0100,01,Residential,Single,0110,1947,1947,1,3,2,1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230921,635380,2024,439266,227616,0,0,0,0,0,0,2024,2024,20230921,9,D6B  ,,,,,LINCOLN AVE SYNDICATE TRACT LOT ON E,LINE OF NEWPORT AVE COM S THEREON 180 FT,FROM S LINE OF MONTANA ST TH S ON SD E,LINE 50 FT WITH A UNIFORM DEPTH OF 135.5,,FT S 89¢51' E PART OF LOT      BLK    7,LINCOLN AVE SYNDICATE TRACT LOT ON E LINE OF NEWPORT AVE COM S THEREON 180 FT FROM S LINE OF MONTANA ST TH S ON SD E LINE 50 FT WITH A UNIFORM DEPTH OF 135.5 FT S 89¢51' E PART OF LOT      BLK    7,,0,0,5825-008,5825-NDX,34.18022456,-118.15815427,6513833.11345279,1888006.92197352,"34.180225, -118.158154",Eaton,No Damage,Single Residence,1,1f54531f-7432-4880-8014-28d301dc691c,6711.892578125,368.495869901675,1424,2,Pasadena, ,,,NA,,,No ROE,NA,
111929,5764020017,5764-020-017,670, , , ,WOODLAND DR,670 WOODLAND DR,SIERRA MADRE CA,91024-1446,670 WOODLAND DR SIERRA MADRE CA 91024,07516,SIERRA MADRE,,,,0100,01,Residential,Single,0110,1964,1965,1,1,1,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19970529,794825,2024,123895,30965,0,0,7000,0,0,0,1997,1997,19970529,97000,D45D ,,,,,TRACT # 2456 LOT  142,,,,,,TRACT # 2456 LOT  142,,0,0,5764-020,5764-NDX,34.17290476,-118.04261683,6548776.1259955,1885308.21669316,"34.172905, -118.042617",Eaton,No Damage,Single Residence,1,2dd3b739-20b8-484d-8c21-2ff2952168e0,2497.91015625,209.198226868797,494,1,Sierra Madre, ,,,NA,,,No ROE,NA,
111930,5828017012,5828-017-012,387, , , ,MOUNTAIN VIEW ST,387 MOUNTAIN VIEW ST,ALTADENA CA,91001-4629,387 MOUNTAIN VIEW ST ALTADENA CA 91001,07608,unincorporated,0,,,0100,01,Residential,Single,0110,1948,1968,1,3,2,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120910,1348295,2024,309061,152970,0,0,7000,0,0,0,2013,2013,20120910,320003,D6C  ,,,,,TRACT # 1117 LOT ON NE,LINE OF MOUNTAIN VIEW ST COM NW THEREON,222 FT FROM MOST S COR OF LOT 2 TH NW,ON SD NE LINE 55 FT WITH A UNIFORM DEPTH,,OF 219.6 FT N 21¢34' E PART OF LOT    2,TRACT # 1117 LOT ON NE LINE OF MOUNTAIN VIEW ST COM NW THEREON 222 FT FROM MOST S COR OF LOT 2 TH NW ON SD NE LINE 55 FT WITH A UNIFORM DEPTH OF 219.6 FT N 21¢34' E PART OF LOT    2,,0,0,5828-017,5828-NDX,34.18988149,-118.15832866,6513785.90495997,1891521.33447639,"34.189881, -118.158329",Eaton,Destroyed (>50%),Single Residence,1,4833b174-7729-4b3e-af53-b664acdc2362,12170.474609375,546.868326937111,1199,2,UA EATON,Altadena,Red,Eligible from DINS,NA,TT-LAC05683,https://pwgis.blob.core.windows.net/epd/Debris_Removal/5828-017-012_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
111931,5764020018,5764-020-018,686, , , ,WOODLAND DR,686 WOODLAND DR,SIERRA MADRE CA,91024-1446,686 WOODLAND DR SIERRA MADRE CA 91024,07516,SIERRA MADRE,,,,0100,01,Residential,Single,0110,1916,1916,1,1,1,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190730,749780,2024,428879,107219,0,0,7000,0,0,0,2020,2020,20190730,500005,D4B  ,,,,,TRACT # 2456 LOT  143,,,,,,TRACT # 2456 LOT  143,,0,0,5764-020,5764-NDX,34.17305333,-118.0425661,6548791.49345408,1885362.2773017,"34.173053, -118.042566",Eaton,No Damage,Single Residence,1,a6e794ed-0ff0-4cef-a6df-16c65e65f2f9,1873.6298828125,182.792745491882,432,1,Sierra Madre, ,,,NA,,,No ROE,NA,
111932,5828017013,5828-017-013,379, , , ,MOUNTAIN VIEW ST,379 MOUNTAIN VIEW ST,ALTADENA CA,91001-4629,379 MOUNTAIN VIEW ST ALTADENA CA 91001,07608,unincorporated,0,,,0100,01,Residential,Single,0110,1949,1949,1,2,1,1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230321,180270,2024,13187,35300,0,0,7000,0,0,0,2023,2023,20220812,9,D55B ,,,,,TRACT # 1117 LOT ON NE,LINE OF MOUNTAIN VIEW ST COM NW THEREON,167 FT FROM MOST S COR OF LOT 2 TH NW,ON SD NE LINE 55 FT WITH A UNIFORM DEPTH,,OF 219.6 FT N 21¢34' E PART OF LOT    2,TRACT # 1117 LOT ON NE LINE OF MOUNTAIN VIEW ST COM NW THEREON 167 FT FROM MOST S COR OF LOT 2 TH NW ON SD NE LINE 55 FT WITH A UNIFORM DEPTH OF 219.6 FT N 21¢34' E PART OF LOT    2,,0,0,5828-017,5828-NDX,34.18982773,-118.15815816,6513837.43583409,1891501.68803262,"34.189828, -118.158158",Eaton,Destroyed (>50%),Single Residence,1,9ad0b4b7-c150-4e9e-81c7-df404f49aac9,11810.154296875,543.514753699523,1113,2,UA EATON,Altadena,Red,Eligible from DINS,NA,TT-LAC04485,https://pwgis.blob.core.windows.net/epd/Debris_Removal/5828-017-013_FSO.pdf,Final Sign Off - Complete,NA,Eligible Parcels
111933,5825008010,5825-008-010,1999, , , ,MENTONE AVE,1999 MENTONE AVE,PASADENA CA,91103-1430,1999 MENTONE AVE PASADENA CA 91103,07500,PASADENA,,,,0100,01,Residential,Single,0130,1939,1965,1,2,1,1473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220721,744476,2024,642285,211502,0,0,7000,0,0,0,2005,2005,20050617,9,D6B  ,,,,,LINCOLN AVE,SYNDICATE TRACT LOT ON W LINE OF MENTONE,AVE PER CF1269 COM S THEREON 230 FT,FROM S LINE OF MONTANA ST TH S ON SD W,LINE 50 FT WITH A UNIFORM DEPTH OF 135.5,FT N 89¢51' W PART OF LOT      BLK    7,LINCOLN AVE SYNDICATE TRACT LOT ON W LINE OF MENTONE AVE PER CF1269 COM S THEREON 230 FT FROM S LINE OF MONTANA ST TH S ON SD W LINE 50 FT WITH A UNIFORM DEPTH OF 135.5 FT N 89¢51' W PART OF LOT      BLK    7,,0,0,5825-008,5825-NDX,34.18009,-118.15770529,6513968.83,1887957.74,"34.180090, -118.157705",Eaton,No Damage,Single Residence,1,41eb72fb-cbf4-4823-9a6c-672c1cc7c949,6825.7685546875,373.026790528119,1473,2,Pasadena, ,,,NA,,,No ROE,NA,
111934,5764020019,5764-020-019,696, , , ,WOODLAND DR,696 WOODLAND DR,SIERRA MADRE CA,91024-1446,696 WOODLAND DR SIERRA MADRE CA 91024,07516,SIERRA MADRE,,,,0100,01,Residential,Single,0110,1916,1916,1,2,1,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140106,9774,2024,230928,113310,0,0,7000,0,0,0,2014,2014,20140106,9,D35B ,,,,,TRACT NO 2456   (EX OF ST) LOT  144,,,,,,TRACT NO 2456   (EX OF ST) LOT  144,,0,0,5764-020,5764-NDX,34.17321753,-118.04252005,6548805.45138855,1885422.02577403,"34.173218, -118.042520",Eaton,No Damage,Single Residence,1,80e1c6e9-d1d4-4988-bd88-36d0bad3b8ba,1889.53141507506,171.310368175596,808,1,Sierra Madre, ,,,NA,,,No ROE,NA,
