id,target,lat,lon,structure_area_m2,tree_area_m2,grass_area_m2,tree_count,defensible_space_m,compactness
4419014028,1,34.04732532,-118.54634767,94.62880000000001,652.6163000000001,774.8566000000001,67,0.0,0.7853975023393392
4420034007,0,34.06214906,-118.54618786,47.466300000000004,900.3064000000002,893.5297000000002,86,0.0,0.269505812625356
5762008010,0,34.17128566,-118.05449644,27.729100000000003,1105.2930000000001,513.4269,34,0.06684999912977219,0.7288251260587931
4420034001,0,34.06295838,-118.54774112,0.8281000000000002,615.2685000000001,960.8998000000001,154,0.9005079865455627,0.8315236139441277
5843018010,1,34.19744575,-118.12192703,38.504200000000004,1068.8909,769.2167000000001,48,0.06684999912977219,0.6430281424866935
4431008037,1,34.0698675,-118.56197123,0.0,653.4689000000001,756.5012000000002,104,100.0,0.0
4449004045,1,34.0397677,-118.59510618,12.054000000000002,922.2633000000002,752.6547000000002,44,0.354403018951416,0.3942030259385745
5846022029,1,34.18479207,-118.11565608,128.0517,561.0451,662.7838,105,0.0,0.7707285623068248
4420027027,1,34.05963175,-118.55026482,132.9566,587.6717000000001,1085.7322000000001,62,0.06684999912977219,0.7126531650414825
5835018019,1,34.18520519,-118.15371681,323.1109000000001,779.4136000000001,601.2496000000001,56,0.0,0.0
5840010006,0,34.18800238,-118.13761731,0.0,793.5599000000001,837.2140000000002,52,100.0,0.0
4420036005,0,34.06340633,-118.54286093,350.31570000000005,705.8450000000001,802.8601000000001,97,0.0,0.0
5833019004,1,34.19548982,-118.1417801,23.936500000000002,882.1029000000001,714.8022000000001,60,0.06684999912977219,0.6909374227769819
5751008015,0,34.16756156,-118.09747755,3.9298000000000006,853.3399000000002,737.0531000000001,49,0.0,0.5986451308297526
5751008034,1,34.16704773,-118.09748543,0.0,770.6671000000001,750.7584000000002,56,100.0,0.0
4423018022,1,34.04625481,-118.52222884,5.8016000000000005,684.2605000000001,812.0574000000001,70,0.06684999912977219,0.7780419532648327
4412021003,1,34.03720725,-118.52815619,139.58140000000003,922.6210000000001,533.2964000000001,68,0.0,0.0
5860040003,0,34.17348278,-118.09043111,0.0,1001.7413000000001,938.2422000000001,40,100.0,0.0
5844008040,1,34.19578638,-118.12544482,769.3833000000001,514.2354,499.0699000000001,90,0.0,0.5390116168561881
4453028006,1,34.05830959,-118.65168129,0.0,841.8592000000001,347.09150000000005,99,100.0,0.0
4443003046,1,34.04097423,-118.57703099,0.0,698.1373000000001,811.6213000000001,124,100.0,0.0
5848006003,0,34.17663895,-118.13676707,11.274900000000002,926.8056000000001,562.7895000000001,48,0.06684999912977219,0.7526089631009761
4409004010,1,34.05216684,-118.51467636,32.001900000000006,715.6744000000001,560.0357000000001,117,0.0,0.48884956702165644
4412016014,1,34.04038543,-118.53045087,1689.4612000000002,73.8773,134.0346,44,0.0,0.0
5841031007,1,34.19097554,-118.13537104,0.0,1036.6489000000001,710.2746000000001,65,100.0,0.0
4431011008,1,34.07629549,-118.55864811,34.78020000000001,1037.8788000000002,535.5308000000001,51,0.06684999912977219,0.6223139815830987
5842012006,1,34.19943278,-118.12630192,0.0,1203.7193000000002,373.60050000000007,33,100.0,0.0
4419006024,1,34.04993316,-118.54637895,225.04720000000003,737.3618000000001,680.8452000000001,69,0.0,0.5390116168561881
4409011008,1,34.05032376,-118.51044271,0.0,1244.3207000000002,564.8132,69,100.0,0.0
4422009007,1,34.05199289,-118.51987997,14.533400000000002,580.7039000000001,859.8422000000002,80,0.06684999912977219,0.7355079430891713
5847033021,0,34.18163494,-118.11516287,44.673300000000005,508.6396000000001,868.2604000000001,58,0.0,0.7215695902600616
4411011004,1,34.03920638,-118.52308728,4.4149,731.2074000000001,945.8568000000001,93,0.16270101070404053,0.539011625250712
5828019001,1,34.1898126,-118.15608503,0.0,1128.3475,643.6787,41,100.0,0.0
5833016052,1,34.19645962,-118.14410987,481.2241000000001,491.6072000000001,698.7204000000002,95,0.0,0.0
5830011006,0,34.20382426,-118.16106833,22.353800000000003,1103.0978000000002,664.5625000000001,27,0.06684999912977219,0.4648712772368245
4412022011,1,34.03806944,-118.53017133,105.05110000000002,1017.5536000000002,609.7756,55,0.06684999912977219,0.5422338351987612
5833022012,1,34.19531687,-118.14032626,82.4719,892.5595000000002,640.7828000000001,83,0.0,0.0
4416024042,0,34.04151547,-118.55826395,0.0,790.7179000000001,649.5538000000001,91,100.0,0.0
5829016027,1,34.19717366,-118.15480116,5.566400000000001,585.7509000000001,1117.1608,110,0.0,0.153576212300399
4420003010,0,34.05067799,-118.53364503,1774.0401000000002,43.801100000000005,148.00940000000003,47,0.0,0.6430281424866935
4409013009,0,34.04363261,-118.5115499,1785.8393000000003,23.1868,90.66960000000002,31,0.0,0.0
5841024007,1,34.19449798,-118.13759973,25.597600000000003,978.4369000000002,824.3074000000001,49,0.0,0.7390390343434009
5843029042,1,34.20264089,-118.12477756,0.0,606.9581000000001,991.5101000000002,72,100.0,0.0
5841020009,1,34.19452287,-118.1394794,13.401500000000002,725.5185000000001,776.3119000000002,48,0.06684999912977219,0.2527949487563025
4431004046,0,34.07292457,-118.56026962,0.0,662.7495000000001,918.9068000000001,83,100.0,0.0
5833022004,0,34.19527431,-118.13977709,28.067200000000003,933.1707000000001,687.8032000000001,65,0.06684999912977219,0.742706846244792
4412004070,1,34.04535634,-118.52849104,3.3222000000000005,734.8285000000001,734.1670000000001,97,0.06684999912977219,0.0
4416020039,1,34.04165577,-118.5601101,191.36460000000002,646.1973,855.7017000000001,112,0.06684999912977219,0.0
4431010090,0,34.076345,-118.56354984,0.0,751.8266000000001,559.8544,72,100.0,0.0
4431002002,0,34.07169265,-118.55772839,70.1239,901.8205000000002,705.796,46,0.06684999912977219,0.5158638968746316
4419013015,1,34.04922688,-118.54134344,0.0,612.7352000000001,782.5937000000001,87,100.0,0.0
5841025010,1,34.19295875,-118.13641273,25.548600000000004,1090.9948000000002,515.7103000000001,51,0.0,0.5173459732909019
