id,address,lat,lon,target,risk_factor,xgb_prob,mlp_prob,cnn_prob,defensible_space_m
5832009026,5832009026,34.19730335,-118.15248889,1,High Fuel Load,0.5574425,,0.49108007550239563,100.0
4419014004,4419014004,34.04858067,-118.54469646,0,Zero Defensible Space,0.67273736,,0.7205260992050171,0.0668499991297721
5838020008,5838020008,34.17721287,-118.13771743,0,High Fuel Load,0.5535461,,0.46404072642326355,100.0
5846008027,5846008027,34.18667347,-118.1254206,1,Critical Vulnerability,0.59348166,,0.5415874123573303,0.0
5832019015,5832019015,34.20038437,-118.1480562,1,Zero Defensible Space,0.49835557,,0.46404072642326355,0.0668499991297721
5832016001,5832016001,34.19790561,-118.14669293,1,High Fuel Load,0.60914344,,0.4869708716869354,100.0
4412012017,4412012017,34.04238832,-118.52756355,1,Critical Vulnerability,0.6891735,,0.8040119409561157,0.0
5759023004,5759023004,34.16999455,-118.07045678,0,Zero Defensible Space,0.53381705,,0.5430797934532166,0.0
5842016031,5842016031,34.20048342,-118.12877999,1,Critical Vulnerability,0.60047007,,0.6183390617370605,0.0668499991297721
5848003018,5848003018,34.17911915,-118.13608058,0,Critical Vulnerability,0.62191415,,0.5455601215362549,0.0
4415014014,4415014014,34.04454253,-118.54583031,1,High Fuel Load,0.56106526,,0.8023595213890076,100.0
4423006012,4423006012,34.05101673,-118.52059519,0,Zero Defensible Space,0.5754783,,0.7422502636909485,0.0668499991297721
5765032020,5765032020,34.17620378,-118.02462676,0,High Fuel Load,0.6057418,,0.4649675488471985,100.0
5843025010,5843025010,34.19518121,-118.11418256,0,Critical Vulnerability,0.5132669,,0.5118390917778015,0.0
4431029014,4431029014,34.06830227,-118.5525288,0,Zero Defensible Space,0.44831598,,0.5145483016967773,0.0
4423021008,4423021008,34.04665202,-118.51963108,1,Critical Vulnerability,0.6572769,,0.7825585603713989,0.0
5761026016,5761026016,34.17322739,-118.05862936,0,Zero Defensible Space,0.48323166,,0.46404072642326355,0.0
5833010010,5833010010,34.20129575,-118.14224712,1,Critical Vulnerability,0.69700634,,0.7239147424697876,0.0
5827015036,5827015036,34.1851819,-118.15642841,0,High Fuel Load,0.5636685,,0.4812912940979004,100.0
4420023010,4420023010,34.0580916,-118.54519028,1,Zero Defensible Space,0.38204014,,0.46404072642326355,0.0668499991297721
5833011028,5833011028,34.20185285,-118.14307006,1,High Fuel Load,0.59797823,,0.6187035441398621,100.0
5760002017,5760002017,34.18139103,-118.08311414,0,Critical Vulnerability,0.4698026,,0.46404072642326355,0.0
4431032013,4431032013,34.06795764,-118.55115673,0,Zero Defensible Space,0.57852906,,0.7068594098091125,0.0
4419014015,4419014015,34.04887087,-118.54497979,1,Zero Defensible Space,0.50201297,,0.6144220232963562,0.0
4412010050,4412010050,34.04213966,-118.52631882,0,Zero Defensible Space,0.43795356,,0.466974675655365,0.0
4431015161,4431015161,34.07852991,-118.56428449,0,Critical Vulnerability,0.13923459,,0.46404072642326355,0.0
4423025008,4423025008,34.04467758,-118.51815464,1,Critical Vulnerability,0.74729264,,0.7918356657028198,0.1336999982595443
4416026046,4416026046,34.04353225,-118.56168431,0,Zero Defensible Space,0.42978203,,0.49100083112716675,0.0668499991297721
5829036027,5829036027,34.19281634,-118.15608274,1,Zero Defensible Space,0.59406537,,0.8053528070449829,0.0668499991297721
4414019004,4414019004,34.04392065,-118.54261426,1,Zero Defensible Space,0.6415051,,0.6157513856887817,0.0
4431006009,4431006009,34.07162917,-118.56088051,0,High Fuel Load,0.5816899,,0.7900756001472473,100.0
4416001019,4416001019,34.0452215,-118.55571454,0,Low Risk,0.51197267,,0.46404072642326355,100.0
4420018005,4420018005,34.05798467,-118.54177474,0,Zero Defensible Space,0.5672756,,0.46756234765052795,0.0
5828006016,5828006016,34.19199386,-118.15698026,1,Critical Vulnerability,0.5044945,,0.5762680172920227,0.0
5840015012,5840015012,34.18683975,-118.13544053,0,Critical Vulnerability,0.74355626,,0.631932258605957,0.0668499991297721
5846004013,5846004013,34.19021705,-118.11627092,1,Critical Vulnerability,0.49766243,,0.4668417274951935,0.0
4431025091,4431025091,34.07641225,-118.56191512,0,Zero Defensible Space,0.079449356,,0.46404072642326355,0.0
5764036017,5764036017,34.17180524,-118.04011956,0,High Fuel Load,0.50587213,,0.4680928587913513,100.0
4431010093,4431010093,34.076345,-118.56354984,0,High Fuel Load,0.16871947,,0.46404072642326355,100.0
5860022016,5860022016,34.18275012,-118.08838783,0,Zero Defensible Space,0.60767055,,0.6011314392089844,0.0
4415006002,4415006002,34.04682447,-118.54410497,1,Low Risk,0.5378332,,0.7951744794845581,100.0
4451023030,4451023030,34.03829166,-118.64163846,1,Zero Defensible Space,0.49719027,,0.5605003833770752,0.0668499991297721
4419009008,4419009008,34.05032794,-118.54361504,1,Critical Vulnerability,0.6170929,,0.5984843373298645,0.0
4423029029,4423029029,34.04328714,-118.51888796,0,Critical Vulnerability,0.65395975,,0.7466516494750977,0.0668499991297721
4416014042,4416014042,34.04484109,-118.56128037,1,Low Risk,0.5149814,,0.46404072642326355,100.0
5845026001,5845026001,34.18097994,-118.13571168,1,Critical Vulnerability,0.6059172,,0.47607600688934326,0.0668499991297721
4431042058,4431042058,34.07593099,-118.55140252,0,Zero Defensible Space,0.34988636,,0.6564356088638306,0.0
5846022013,5846022013,34.18443068,-118.1162378,0,Zero Defensible Space,0.33518887,,0.46404072642326355,0.0
4416024048,4416024048,34.04181106,-118.55850747,0,Critical Vulnerability,0.48907167,,0.46404072642326355,0.354403018951416
4412004090,4412004090,34.04662641,-118.52818655,0,Zero Defensible Space,0.30704093,,0.46404072642326355,0.0
5829019018,5829019018,34.19599319,-118.15514088,1,Zero Defensible Space,0.6636079,,0.6095520853996277,0.0668499991297721
